,symbol,organ_name,en_organ_name,icb_name3,en_icb_name3,icb_name2,en_icb_name2,icb_name4,en_icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
190,CVT,Công ty Cổ phần CMC,CMC Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
191,BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,Binh Duong Construction And Civil Engineering Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
192,HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,An Duong Thao Dien Real Estate Trade Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
193,BCG,Công ty Cổ phần Tập đoàn Bamboo Capital,Bamboo Capital Group Joint Stock Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Tài chính đặc biệt,Specialty Finance,CT,8000,8700,8770,8775
194,HFB,Công ty Cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh,Ho Chi Minh City Ferry Bridge Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
195,BTV,Công ty Cổ phần Dịch vụ Du lịch Bến Thành,Ben Thanh Tourist Service Corporation,Du lịch & Giải trí,Travel & Leisure,Du lịch và Giải trí,Travel & Leisure,Vận tải hành khách & Du lịch,Travel & Tourism,CT,5000,5700,5750,5759
196,FBC,Công ty Cổ phần Cơ khí Phổ Yên,Pho Yen Mechanical Joint Stock Company,Công nghiệp nặng,Industrial Engineering,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Máy công nghiệp,Industrial Machinery,CT,2000,2700,2750,2757
197,DNL,Công ty Cổ phần Logistics Cảng Đà Nẵng,Da Nang Port Logistics Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
198,GMH,Công ty Cổ phần Minh Hưng Quảng Trị,Quang Tri Minh Hung Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
199,ARM,Công ty Cổ phần Xuất nhập khẩu Hàng không,General Aviation Import Export Joint Stock Company,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Nhà cung cấp thiết bị,Industrial Suppliers,CT,2000,2700,2790,2797
200,EMS,Tổng Công ty Chuyển phát nhanh Bưu điện - Công ty Cổ phần,VN Post Express Joint Stock Corporation,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Chuyển phát nhanh,Delivery Services,CT,2000,2700,2770,2771
201,BVG,Công ty Cổ phần Group Bắc Việt,Bac Viet Group Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
202,DID,Công ty Cổ phần DIC - Đồng Tiến,DIC - Dong Tien Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
203,HAT,Công ty Cổ phần Thương mại Bia Hà Nội,Hanoi Beer Trading Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Sản xuất bia,Brewers,CT,3000,3500,3530,3533
204,TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,Truong Thinh Energy Investment Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
205,BOT,Công ty Cổ phần BOT Cầu Thái Hà,Thai Ha Bridge BOT Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
206,GMC,Công ty Cổ phần Garmex Sài Gòn,Garmex Saigon Coporation,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
207,BGE,Công ty Cổ phần BCG Energy,BCG Energy Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
208,ASA,Công ty Cổ phần ASA,ASA Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng cá nhân,Personal Products,CT,3000,3700,3760,3767
209,BCR,Công ty Cổ phần BCG Land,BCG Land Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
210,DND,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,Dong Nai Material and Building Investment Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
211,CMI,Công ty Cổ phần CMISTONE Việt Nam,CMISTONE Vietnam Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
212,BWA,Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc,Bao Loc Supply Sewerage and Constructon Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
213,DPR,Công ty Cổ phần Cao su Đồng Phú,Dong Phu Rubber Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Nhựa, cao su & sợi",Commodity Chemicals,CT,1000,1300,1350,1353
214,CKA,Công ty Cổ phần Cơ khí An Giang,An Giang Mechanical Joint Stock Company,Công nghiệp nặng,Industrial Engineering,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Máy công nghiệp,Industrial Machinery,CT,2000,2700,2750,2757
215,HIO,Công ty Cổ Phần Helio Energy,Helio Energy Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
216,HBC,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,Hoa Binh Construction Group Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
217,HSV,Công ty Cổ phần Tập đoàn HSV Việt Nam,HSV Viet Nam Group Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
218,BXH,Công ty Cổ phần VICEM Bao bì Hải Phòng,Haiphong Packing VICEM Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
219,DM7,Công ty Cổ phần Dệt may 7,Det May 7 Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
220,CNG,Công ty Cổ phần CNG Việt Nam,Clean Natural Gas Vietnam Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Phân phối xăng dầu & khí đốt,Gas Distribution,CT,7000,7500,7570,7573
221,DDH,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,Hai Phong Waterway Traffic Assurance Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
222,BCP,Công ty Cổ phần Dược Enlie,Enlie Pharmaceutical Joint Stock Company,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
223,DRL,Công ty Cổ phần Thủy điện - Điện lực 3,Hydro Power Joint Stock Company - Power No.3,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
224,BPC,Công ty Cổ phần Vicem Bao bì Bỉm Sơn,Vicem Packaging Bimson Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
225,CMM,Công ty Cổ phần Camimex,CAMIMEX JOINT STOCK COMPANY,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
226,AGP,Công ty Cổ phần Dược phẩm AGIMEXPHARM,AGIMEXPHARM Pharmaceutical Joint Stock Company,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
227,HCC,Công ty Cổ phần Bê tông Hòa Cầm - Intimex,Intimex - Hoa Cam Concrete Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
228,FRC,Công ty Cổ phần Lâm đặc sản xuất khẩu Quảng Nam,Forest Products Export Joint Stock Company of Quang Nam,Lâm nghiệp và Giấy,Forestry & Paper,Tài nguyên Cơ bản,Basic Resources,Lâm sản và Chế biến gỗ,Forestry,CT,1000,1700,1730,1733
229,DNT,Công ty Cổ phần Du lịch Đồng Nai,Dong Nai Tourist Joint Stock Company,Du lịch & Giải trí,Travel & Leisure,Du lịch và Giải trí,Travel & Leisure,Dịch vụ giải trí,Recreational Services,CT,5000,5700,5750,5755
230,XDH,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,Hanoi Civil Construction Investment Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
231,EIC,Công ty Cổ phần EVN Quốc Tế,EVN International Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
232,HCI,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội,Ha Noi Construction Investment Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
233,DBT,Công ty Cổ phần Dược phẩm Bến Tre,Bentre Pharmaceutical Joint-Stock Company,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
234,CNA,Công ty Cổ phần Tổng công ty Chè Nghệ An,Nghe An Tea Corporation Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
235,BRS,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,Ba Ria Urban Service Joint Stock Company,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Chất thải & Môi trường,Waste & Disposal Services,CT,2000,2700,2790,2799
236,C69,Công ty Cổ phần Xây dựng 1369,1369 Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
237,C21,Công ty Cổ phần Thế kỷ 21,Century 21 Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
238,H11,Công ty Cổ phần Xây dựng HUD101,HUD101 Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
239,DMS,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Nam,DMC - Southern Petroleum Chemicals Join Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Phân phối xăng dầu & khí đốt,Gas Distribution,CT,7000,7500,7570,7573
240,D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,Industrial Urban Development Joint - Stock Company No.2,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
241,DC2,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2,Development Investment Construction Number 2 Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
242,HDO,Công ty Cổ phần Hưng Đạo Container,Hung Dao Container Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
243,DNC,Công ty Cổ phần Điện nước Lắp máy Hải Phòng,Haiphong Electricity Water Machine Assembly Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
244,AGM,Công ty Cổ phần Xuất nhập khẩu An Giang,AnGiang Import Export Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
245,MVC,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,Binh Duong Building Materials and Construction Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
246,AVG,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,Europe Vietnam International Fertilizer Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Specialty Chemicals,CT,1000,1300,1350,1357
247,BFC,Công ty Cổ phần Phân bón Bình Điền,Binh Dien Fertilizer Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Specialty Chemicals,CT,1000,1300,1350,1357
248,BDG,Công ty Cổ phần May mặc Bình Dương,Protrade Garment Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
249,DHD,Công ty Cổ phần Dược Vật Tư Y Tế Hải Dương,Hai Duong Pharmaceutical Medical Materials Joint Stock Company,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
250,CIG,Công ty Cổ phần COMA 18,COMA 18 Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
251,DNH,Công ty Cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Da Nhim - Ham Thuan - Da Mi Hydro Power Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
252,LTG,Công ty Cổ phần Tập đoàn Lộc Trời,Loc Troi Group Joint-Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
253,HDW,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,Hai Duong Water Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
254,DAC,Công ty Cổ phần 382 Đông Anh,382 Dong Anh Joint -Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
255,HEC,Công ty Cổ phần Tư vấn xây dựng Thủy Lợi II,Hydraulic Engineering Consultant Corporation II,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Tư vấn & Hỗ trợ KD,Business Support Services,CT,2000,2700,2790,2791
256,TT6,Công ty Cổ Phần Tập Đoàn Tiến Thịnh,Tien Thinh Group Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
257,CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,Ho Chi Minh City Infrastructure Investment Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
258,BSP,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Sai Gon - Phu Tho Beer Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Sản xuất bia,Brewers,CT,3000,3500,3530,3533
259,HEJ,Tổng Công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,Vietnam Hydraulic Engineering Consultants Corporation - JSC,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
260,FGL,Công ty Cổ phần Cà phê Gia Lai,Gia Lai Coffee Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Đồ uống & giải khát,Soft Drinks,CT,3000,3500,3530,3537
261,AAM,Công ty Cổ Phần Thủy Sản MeKong,Mekong Fisheries Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
262,HFX,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,Thanh Ha Production and Import - Export Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
263,CK8,Công ty Cổ phần Cơ khí 120,120 Mechanical Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
264,BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,Da Nang Books & Educational Equipment Joint Stock Company,Truyền thông,Media,Truyền thông,Media,"Sách, ấn bản & sản phẩm văn hóa",Publishing,CT,5000,5500,5550,5557
265,ASG,Công ty Cổ phần Tập đoàn ASG,ASG Corporation,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
266,BTG,Công ty Cổ phần Bao bì Tiền Giang,Tien Giang Packaging Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
267,BTH,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,Ha Noi Transformer Manufacturing And Electric Material Joint Stock Company,Điện tử & Thiết bị điện,Electronic & Electrical Equipment,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Thiết bị điện,Electronic Equipment,CT,2000,2700,2730,2737
268,BTN,Công ty Cổ phần Đầu tư Bitco Bình Định,Binh Dinh Bitco Investment Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
269,DAG,Công ty Cổ phần Tập đoàn Nhựa Đông Á,Dong A Plastic Group Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Nhựa, cao su & sợi",Commodity Chemicals,CT,1000,1300,1350,1353
270,LM8,Công ty Cổ phần Lilama 18,Lilama 18 Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
271,LSS,Công ty Cổ phần Mía đường Lam Sơn,Lam Son Suger Joint Stock Corporation,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
272,CTA,Công ty Cổ phần Vinavico,Vinavico Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
273,HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Hang Xanh Motors Service Joint Stock Company,Ô tô và phụ tùng,Automobiles & Parts,Ô tô và phụ tùng,Automobiles & Parts,Sản xuất ô tô,Automobiles,CT,3000,3300,3350,3353
274,AG1,Công ty Cổ phần 28.1,28.1 Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
275,HLB,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Halong Beer and Beverage Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Sản xuất bia,Brewers,CT,3000,3500,3530,3533
276,AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,Tien Son Thanh Hoa Group Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
277,C92,Công ty Cổ phần Xây dựng và Đầu tư 492,Engineering Construction Joint Stock Company No 492,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
278,BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,Ba Ria Thermal Power Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
279,ODE,Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE,ODE Media and Entertainment Group Joint Stock Company,Truyền thông,Media,Truyền thông,Media,Giải trí & Truyền thông,Broadcasting & Entertainment,CT,5000,5500,5550,5553
280,CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương,Hai Duong Pump Manufacturing Joint Stock Company,Công nghiệp nặng,Industrial Engineering,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Máy công nghiệp,Industrial Machinery,CT,2000,2700,2750,2757
281,BEL,Công ty Cổ phần Điện tử Biên Hòa,Viettronics Bien Hoa Joint Stock Company,Hàng hóa giải trí,Leisure Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Điện tử tiêu dùng,Consumer Electronics,CT,3000,3700,3740,3743
282,AAV,Công ty Cổ phần AAV Group,AAV Group joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
283,ABB,Ngân hàng Thương mại Cổ phần An Bình,An Binh Commercial Joint Stock Bank,Ngân hàng,Banks,Ngân hàng,Banks,Ngân hàng,Banks,NH,8301,8300,8350,8355
284,HGT,Công ty Cổ phần Du lịch Hương Giang,Huong Giang Tourist Joint Stock Company,Du lịch & Giải trí,Travel & Leisure,Du lịch và Giải trí,Travel & Leisure,Vận tải hành khách & Du lịch,Travel & Tourism,CT,5000,5700,5750,5759
285,DRC,Công ty Cổ phần Cao su Đà Nẵng,DaNang Rubber Joint Stock Company,Ô tô và phụ tùng,Automobiles & Parts,Ô tô và phụ tùng,Automobiles & Parts,Lốp xe,Tires,CT,3000,3300,3350,3357
286,HMR,Công ty cổ phần Đá Hoàng Mai,Hoang Mai Stone Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
287,CAN,Công ty Cổ phần Đồ hộp Hạ Long,Halong Canned Food Joint Stock Corporation,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
288,HAS,Công ty Cổ phần Hacisco,Hacisco Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
289,ADG,Công ty Cổ phần Clever Group,Clever Group Corporation,Truyền thông,Media,Truyền thông,Media,Dịch vụ truyền thông,Media Agencies,CT,5000,5500,5550,5555
290,CAP,Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái,Yen Bai Joint Stock Forest Agricultural Products And Foodstuffs Company,Lâm nghiệp và Giấy,Forestry & Paper,Tài nguyên Cơ bản,Basic Resources,Sản xuất giấy,Paper,CT,1000,1700,1730,1737
291,PCH,Công ty Cổ phần Nhựa Picomat,Picomat Plastic Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Nhựa, cao su & sợi",Commodity Chemicals,CT,1000,1300,1350,1353
292,ASM,Công ty Cổ phần Tập đoàn Sao Mai,Sao Mai Group Corporation,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
293,CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,Cotec Investment and Land - house Development Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
294,DLR,Công ty Cổ phần Địa ốc Đà Lạt,Dalat Real Estate Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
295,NBT,Công ty Cổ phần Cấp thoát nước Bến Tre,Ben Tre Water Supply and Sewerage Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
296,MDG,Công ty Cổ phần Miền Đông,Mien Dong Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
