,symbol,organ_name,en_organ_name,icb_name3,en_icb_name3,icb_name2,en_icb_name2,icb_name4,en_icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
1391,TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Power Engineering Consulting Joint Stock Company 1,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Tư vấn & Hỗ trợ KD,Business Support Services,CT,2000,2700,2790,2791
1392,TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Power Engineering Consulting Joint Stock Company 2,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Tư vấn & Hỗ trợ KD,Business Support Services,CT,2000,2700,2790,2791
1393,TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Taya (VIET NAM) Electric Wire and Cable Joint Stock Company,Điện tử & Thiết bị điện,Electronic & Electrical Equipment,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Hàng điện & điện tử,Electrical Components & Equipment,CT,2000,2700,2730,2733
1394,TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Power Engineering Consulting Joint Stock Company 4,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Tư vấn & Hỗ trợ KD,Business Support Services,CT,2000,2700,2790,2791
1395,TVA,Công ty cổ phần Sứ Viglacera Thanh Trì,Viglacera Thanh Tri Sanitary Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1396,TVC,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt,Tri Viet Asset Management Corporation Joint Stock Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Tài chính đặc biệt,Specialty Finance,CT,8000,8700,8770,8775
1397,TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,Vang Danh Coal Joint Stock Company,Khai khoáng,Mining,Tài nguyên Cơ bản,Basic Resources,Khai thác Than,Coal,CT,1000,1700,1770,1771
1398,TVG,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Transport Investment And Construction Consultant Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1399,VNM,Công ty Cổ phần Sữa Việt Nam,Vietnam Dairy Products Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
1400,TNW,Công ty Cổ phần Nước sạch Thái Nguyên,Thai Nguyen Water Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
1401,TXM,Công ty Cổ phần VICEM Thạch cao Xi Măng,VICEM Gypsum and Cement Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1402,VPD,Công ty Cổ phần Phát triển Điện lực Việt Nam,Vietnam Power Development Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
1403,UDC,Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu,Urban Development Construction Corporation,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1404,UDJ,Công ty Cổ phần Phát triển Đô thị,Becamex Urban Development Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1405,UEM,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Vinacomin - Uong Bi Electric Mechanical Joint Stock Company,Công nghiệp nặng,Industrial Engineering,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Máy công nghiệp,Industrial Machinery,CT,2000,2700,2750,2757
1406,UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Idico Urban and House Development Joint stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
1407,UMC,Công ty Cổ phần Công trình đô thị Nam Định,Nam Dinh Urband Construction Management Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1408,UNI,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Sao Mai Viet Investment and Development Joint Stock Company,Phần mềm & Dịch vụ Máy tính,Software & Computer Services,Công nghệ Thông tin,Technology,Dịch vụ Máy tính,Computer Services,CT,9000,9500,9530,9533
1409,TVN,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Viet Nam Steel Corporation,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1410,UPH,Công ty Cổ phần Dược phẩm TW25,No 25 Central Pharmaceutical Joint Stock Company,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
1411,USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Union of Survey And Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1412,USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Soc Trang Public Works Joint Stock Company,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Chất thải & Môi trường,Waste & Disposal Services,CT,2000,2700,2790,2799
1413,V11,Công ty Cổ phần Xây dựng số 11,Vietnam Construction Joint Stock Company No11,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
1414,V12,Công ty Cổ phần Xây dựng số 12,Viet Nam Construction Joint Stock Company No 12,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1415,V15,Công ty Cổ phần Xây dựng số 15,Vinaconex 15 Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1416,V21,Công ty Cổ phần Vinaconex 21,Vinaconex 21 Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
1417,VAB,Ngân hàng Thương mại Cổ phần Việt Á,Vietnam-Asia Commercial Joint Stock Bank,Ngân hàng,Banks,Ngân hàng,Banks,Ngân hàng,Banks,NH,8301,8300,8350,8355
1418,VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Specialty Chemicals,CT,1000,1300,1350,1357
1419,PAT,Công ty Cổ phần Phốt pho Apatit Việt Nam,Vietnam Apatite - Phosphorus Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Specialty Chemicals,CT,1000,1300,1350,1357
1420,VDT,Công ty Cổ phần Lưới thép Bình Tây,Binh Tay Steel Netting Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1421,VCF,Công ty Cổ phần VinaCafé Biên Hòa,VinaCafé Bien Hoa Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Đồ uống & giải khát,Soft Drinks,CT,3000,3500,3530,3537
1422,VAV,Công ty Cổ phần VIWACO,VIWACO Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
1423,VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Vinh Plastic and Bags Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
1424,VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Vinaconex's Construction Consultant Joint Stock Company,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Tư vấn & Hỗ trợ KD,Business Support Services,CT,2000,2700,2790,2791
1425,VBH,Công ty Cổ phần Điện tử Bình Hòa,Viettronics Binh Hoa Joint Stock Company,Điện tử & Thiết bị điện,Electronic & Electrical Equipment,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Hàng điện & điện tử,Electrical Components & Equipment,CT,2000,2700,2730,2733
1426,VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Vietnam Construction And Import - Export Joint Stock Corporation,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1427,VIH,Công ty Cổ phần Viglacera Hà Nội,Viglacera Ha Noi Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1428,VC1,Công ty Cổ phần Xây dựng số 1,Construction Joint Stock Company No 1,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1429,VCX,Công ty Cổ phần Xi măng Yên Bình,YenBinh Cement Joint - Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1430,VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,VINA2 Investment and Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1431,VDB,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,Dong Bac Transport and Processing of Coal Joint Stock Company,Khai khoáng,Mining,Tài nguyên Cơ bản,Basic Resources,Khai thác Than,Coal,CT,1000,1700,1770,1771
1432,VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Nam MeKong Group Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,"Tư Vấn, Định giá, Môi giới Bất động sản",Real Estate Services,CT,8000,8600,8630,8637
1433,VCM,Công ty Cổ phần BV Life,BV Life Joint Stock Company,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Đào tạo & Việc làm,Business Training & Employment Agencies,CT,2000,2700,2790,2793
1434,VE3,Công ty Cổ phần Xây dựng điện VNECO 3,VNECO 3 Electricity Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1435,VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Vietnam Exhibition Fair Centre Joint Stock Company,Truyền thông,Media,Truyền thông,Media,Dịch vụ truyền thông,Media Agencies,CT,5000,5500,5550,5555
1436,VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Lam Dong Foodstuffs Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Vang & Rượu mạnh,Distillers & Vintners,CT,3000,3500,3530,3535
1437,VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Vinaconex Investment and Tourism Development Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
1438,VCS,Công ty Cổ phần VICOSTONE,VICOSTONE Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1439,VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Vietnam Electronics And Informatics Joint Stock Corporation,Thiết bị và Phần cứng,Technology Hardware & Equipment,Công nghệ Thông tin,Technology,Phần cứng,Computer Hardware,CT,9000,9500,9570,9572
1440,VDN,Công ty Cổ phần Vinatex Đà Nẵng,Vinatex Da Nang Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
1441,VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Viet Dragon Securities Corporation,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Môi giới chứng khoán,Investment Services,CK,8000,8700,8770,8777
1442,VC5,Công ty Cổ phần xây dựng số 5,Construction Joint Stock Company - Number 5,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1443,VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,Vneco 8 Electricity Construction Joint Stock Corporation,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1444,VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,Visicons Construction and Investment Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1445,VC9,Công ty Cổ phần Xây dựng số 9 - VC9,VC9 - No 9 Construction Joint Stock Company ,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1446,VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,VNSTEEL - VICASA Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1447,VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Vietnam Engine and Agricultural Machinery Corporation,Công nghiệp nặng,Industrial Engineering,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Máy công nghiệp,Industrial Machinery,CT,2000,2700,2750,2757
1448,VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Joint Stock Commercial Bank For Foreign Trade Of Vietnam,Ngân hàng,Banks,Ngân hàng,Banks,Ngân hàng,Banks,NH,8301,8300,8350,8355
1449,VXT,Công ty Cổ phần Kho vận và dịch vụ thương mại,Transport Warehousing and Trade Service Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Phân phối xăng dầu & khí đốt,Gas Distribution,CT,7000,7500,7570,7573
1450,VNX,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,Vietnam National Trade Fair And Advertising Company,Truyền thông,Media,Truyền thông,Media,Dịch vụ truyền thông,Media Agencies,CT,5000,5500,5550,5555
1451,VE4,Công ty Cổ phần Xây dựng điện VNECO4,VNECO4 Electricity Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1452,VCC,Công ty Cổ phần Vinaconex 25,Vinaconex 25 Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1453,VPA,Công ty Cổ phần Vận tải Hóa dầu VP,VP Petrochemical Transport Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Vận tải Thủy,Marine Transportation,CT,2000,2700,2770,2773
