,symbol,id,type,exchange,en_organ_name,en_organ_short_name,organ_short_name,organ_name
1225,HDC,8424662,STOCK,HSX,Ba Ria - Vung Tau House Development Joint Stock Company,Ba Ria - Vung Tau House Development,Phát triển Nhà BR-VT,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu
1226,HDB124018,14285071,BOND,BOND,HDB124018 - Bond,HDB124018 - Bond,HDB124018 - Trái phiếu,HDB124018 - Trái phiếu
1227,HDB124006,13939900,BOND,BOND,HDB124006 - Bond,HDB124006 - Bond,HDB124006 - Trái phiếu,HDB124006 - Trái phiếu
1228,HDB,8424952,STOCK,HSX,Ho Chi Minh City Development Joint Stock Commercial Bank,HDBank,HDBank,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh
1229,HDA,8425714,STOCK,HNX,Dong A Paint Joint Stock Company,Dong A Paint,Hãng sơn Đông Á,Công ty Cổ phần Hãng sơn Đông Á
1230,HD8,8425314,STOCK,UPCOM,Housing And Urban Development Investment Joint Stock Company HUD 8,HUD8,PT Nhà và Đô thị HUD8,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD8
1231,HD6,8425431,STOCK,UPCOM,Hanoi Housing Development and Investment Joint Stock Company No. 6,Handico 6,Phát triển nhà số 6 Hà Nội,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội
1232,HD2,8425325,STOCK,UPCOM,Housing Development Invesment Joint Stock Company HUD2,HUD2,Đầu tư phát triển nhà HUD 2,Công ty Cổ phần Đầu tư phát triển nhà HUD2
1233,HCT,8425222,STOCK,HNX,Hai Phong Cement Transport And Trading Joint Stock Company,Hai Phong Cement Transport and Trading,TM - DV - Vận tải Xi măng Hải Phòng ,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng
1234,HCMA0307,11533585,DEBENTURE,DELISTED,,,,
1235,HCM,8424956,STOCK,HSX,Ho Chi Minh City Securities Corporation,HSC Securities,Chứng khoán HSC,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1236,HCI,8424863,STOCK,UPCOM,Ha Noi Construction Investment Joint Stock Company,Ha Noi Construction Investment,Đầu tư - XD Hà Nội,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội
1237,HCD,8424905,STOCK,HSX,HCD Investment Producing And Trading Joint Stock Company,HCD Investment Producing,SX và Thương mại HCD,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD
1238,HCC,8425452,STOCK,HNX,Intimex - Hoa Cam Concrete Joint Stock Company,Hoa Cam Concrete,Bê tông Hòa Cầm,Công ty Cổ phần Bê tông Hòa Cầm - Intimex
1239,HCB,8425055,STOCK,UPCOM,March 29 Textile - Garment Joint Stock Company,March 29 Textile Garment,Dệt may 29/3,Công ty Cổ phần Dệt may 29/3
1240,HC3,8426192,STOCK,UPCOM,HaiPhong Construction Joint Stock Corporation No3,HaiPhong Construction No3,Xây dựng số 3 Hải Phòng,Công ty Cổ phần Xây dựng số 3 Hải Phòng
1241,HC1,8425814,STOCK,UPCOM,Hanoi Construction Joint Stock Company No.1,Hanoi Construction No.1,Xây dựng số 1 Hà Nội,Công ty Cổ phần Xây dựng số 1 Hà Nội
1242,HBS,8426088,STOCK,HNX,Hoa Binh Securities Joint Stock Company,Hoa Binh Securities,Chứng khoán Hòa Bình,Công ty Cổ phần Chứng khoán Hòa Bình
1243,HBH,8426085,STOCK,UPCOM,HABECO - Hai Phong Joint Stock Company,HABECO Hai Phong,HABECO Hải Phòng,Công ty Cổ phần HABECO - Hải Phòng
1244,HBD,8425903,STOCK,UPCOM,Binh Duong PP Pack Making Joint Stock Company,Binh Duong Pack Making,Bao bì PP Bình Dương,Công ty Cổ phần Bao bì PP Bình Dương
1245,HBC,8425009,STOCK,UPCOM,Hoa Binh Construction Group Joint Stock Company,Hoa Binh Construction Group,Tập đoàn Xây dựng Hòa Bình,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình
1246,HAX,8424934,STOCK,HSX,Hang Xanh Motors Service Joint Stock Company,Hang Xanh Motors Service,Ô tô Hàng Xanh,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh
1247,HAW,8424533,STOCK,DELISTED,,,,
1248,HAV,8425679,STOCK,UPCOM,Hapro Vodka Joint Stock Company,Hapro Vodka,Rượu Hapro,Công ty Cổ phần Rượu Hapro
1249,HAT,8425308,STOCK,HNX,Hanoi Beer Trading Joint Stock Company,Hanoi Beer Trading,TM Bia Hà Nội,Công ty Cổ phần Thương mại Bia Hà Nội
1250,HAS,8424839,STOCK,HSX,Hacisco Joint Stock Company,Hacisco,Hacisco,Công ty Cổ phần Hacisco
1251,HAR,8424783,STOCK,HSX,An Duong Thao Dien Real Estate Trade Joint Stock Company,An Duong Thao Dien Real Estate,BĐS An Dương Thảo Điền,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền
1252,HAP,8425034,STOCK,HSX,Hapaco Group Joint Stock Company,Hapaco Group,Tập đoàn Hapaco,Công ty Cổ phần Tập Đoàn Hapaco
1253,HAN,8425495,STOCK,UPCOM,Hanoi Construction Corporation,Hanoi Construction,Xây dựng Hà Nội,Tổng Công ty Xây dựng Hà Nội - CTCP
1254,HAM,8425276,STOCK,UPCOM,Hau Giang Materials Joint Stock Company,Hau Giang Materials,Vật tư Hậu Giang,Công ty Cổ phần Vật tư Hậu Giang
1255,HAI,8424809,STOCK,UPCOM,HAI AGROCHEM Joint Stock Company,HAI AGROCHEM,Nông Dược HAI,Công ty Cổ phần Nông dược HAI
1256,HAH,8424727,STOCK,HSX,Hai An Transport and Stevedoring Joint Stock Company,Hai An Transport,Vận tải và Xếp dỡ Hải An,Công ty Cổ phần Vận tải và Xếp dỡ Hải An
1257,HAG,8424781,STOCK,HSX,Hoang Anh Gia Lai Corporation,HAGL Corporation,Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai
1258,HAF,8425863,STOCK,UPCOM,Hanoi Foodstuff Joint Stock Company,Hanoi Foodstuff,Thực phẩm Hà Nội,Công ty Cổ phần Thực phẩm Hà Nội
1259,HAD,8426106,STOCK,HNX,Hanoi - Haiduong Beer Joint Stock Company,HADUBECO,Bia Hà Nội - Hải Dương,Công ty Cổ phần Bia Hà Nội - Hải Dương
1260,HAC,8425866,STOCK,UPCOM,Hai Phong Securities Joint Stock Company,Hai Phong Securities,Chứng khoán Hải Phòng,Công ty Cổ phần Chứng khoán Hải Phòng
1261,HAB,8424677,STOCK,DELISTED,,,,
1262,H11,8425596,STOCK,UPCOM,HUD101 Construction Joint Stock Company,HUD101 Construction,Xây dựng HUD101,Công ty Cổ phần Xây dựng HUD101
1263,GVT,8425465,STOCK,UPCOM,Viet Tri Paper Joint Stock Company,Viet Tri Paper,Giấy Việt Trì,Công ty Cổ phần Giấy Việt Trì
1264,GVR,8424676,STOCK,HSX,Viet Nam Rubber Group - Joint Stock Company,Viet Nam Rubber Group,Tập đoàn CN Cao su VN,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần
1265,GTT,8425621,STOCK,UPCOM,Thuan Thao Corporation,Thuan Thao Group,Thuận Thảo Group,Công ty Cổ phần Thuận Thảo
1266,GTS,8426133,STOCK,UPCOM,Saigon Traffic Construction Joint Stock Company,Saigon Traffic Construction,Công trình Giao thông Sài Gòn,Công ty Cổ phần Công trình Giao thông Sài Gòn
1267,GTK,8424876,STOCK,DELISTED,,,,
1268,GTH,8426142,STOCK,DELISTED,Thua Thien Hue Construction Transportation Joint Stock Company,Thua Thien Hue Construction Transportation,XD-GT Thừa Thiên Huế,Công ty Cổ phần Xây dựng Giao thông Thừa Thiên Huế
1269,GTD,8425384,STOCK,UPCOM,Thuong Dinh Footwear Joint Stock Company,Thuong Dinh Footwear,Giầy Thượng Đình,Công ty Cổ phần Giầy Thượng Đình
1270,GTA,8424485,STOCK,HSX,Thuan An Wood Processing Joint Stock Company,Thuan An Wood Processing,Gỗ Thuận An,Công ty Cổ phần Chế biến Gỗ Thuận An
1271,GSP,8424784,STOCK,HSX,International Gas Product Shipping Joint Stock Company,Gas Shipping,Vận tải Sản phẩm Khí Quốc tế,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế
1272,GSM,8425738,STOCK,UPCOM,Huong Son Hydro Power Joint Stock Company,Huong Son Hydro Power,Thủy điện Hương Sơn,Công ty Cổ phần Thủy điện Hương Sơn
1273,GQN,8425015,STOCK,DELISTED,,,,
1274,GPC,11816089,STOCK,UPCOM,Green Plus Joint Stock Corporation,Green Plus Corporation,Tập đoàn Green+,Công ty Cổ phần Tập đoàn Green+
1275,GND,8426030,STOCK,UPCOM,Dong Nai Brick and Tile Corporation,Dong Nai Brick and Tile,Gạch ngói Đồng Nai,Công ty Cổ phần Gạch ngói Đồng Nai
1276,GMX,8425959,STOCK,HNX,My Xuan Brick Tile Pottery and Construction Joint Stock Company,My Xuan Brick Tile,Gạch ngói Mỹ Xuân,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân
1277,GMH,8424810,STOCK,HSX,Quang Tri Minh Hung Joint Stock Company,Quang Tri Minh Hung,Minh Hưng Quảng Trị,Công ty Cổ phần Minh Hưng Quảng Trị
1278,GMD,8424828,STOCK,HSX,Gemadept Corporation,Gemadept,Gemadept,Công ty Cổ phần Gemadept
1279,GMC,8424678,STOCK,HSX,Garmex Saigon Coporation,Garmex Saigon,Garmex Sài Gòn,Công ty Cổ phần Garmex Sài Gòn
1280,GMA,8425862,STOCK,HNX,G-Automobile Joint Stock Company,G-Automobile,G-Automobile,Công ty Cổ phần G-Automobile
1281,GLW,8425132,STOCK,UPCOM,Gia Lai Water Supply Sewerage  Joint Stock Company,Gia Lai Water Supply Sewerage  ,Cấp thoát nước Gia Lai,Công ty Cổ phần Cấp thoát nước Gia Lai
1282,GLT,8426008,STOCK,HNX,Global Electrical Technology Corporation,Global Electrical Technology,KT Điện Toàn Cầu,Công ty Cổ phần Kỹ thuật điện Toàn Cầu
1283,GLH121026,11410554,BOND,DELISTED,GLH121026 - Bond,GLH121026 - Bond,GLH121026 - Trái phiếu,GLH121026 - Trái phiếu
1284,GLH121019,11410888,BOND,DELISTED,GLH121019 - Bond,GLH121019 - Bond,GLH121019 - Trái phiếu,GLH121019 - Trái phiếu
1285,GLC,8425548,STOCK,UPCOM,Lao Cai Gold Joint Stock Company,Lao Cai Gold,Vàng Lào Cai,Công ty Cổ phần Vàng Lào Cai
1286,GKM,8426204,STOCK,HNX,GKM Holdings Joint Stock Company,Khang Minh Group,Khang Minh Group,Công ty Cổ phần GKM Holdings
1287,GIL,8424564,STOCK,HSX,Binh Thanh Import Export Production and Trade Joint Stock Company,Binh Thanh Im-export,XNK Bình Thạnh,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh
1288,GIC,8425860,STOCK,HNX,Green Development And Investment Service Joint Stock Company,Green Development And Investment,ĐT Dịch vụ và PT Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh
1289,GHC,8426134,STOCK,UPCOM,Gia Lai Hydropower Joint Stock Company,Gia Lai Hydropower,Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai
1290,GH3,8425118,STOCK,UPCOM,Ha Noi Transport Project Joint Stock Company,Ha Noi Transport Project,Công trình giao thông Hà Nội,Công ty Cổ phần Công trình giao thông Hà Nội
1291,GGG,8425098,STOCK,UPCOM,GiaiPhong Motor Joint Stock Company,Giai Phong Motor,Ôtô Giải Phóng,Công ty Cổ phần Ô tô Giải Phóng
1292,GEX,8424962,STOCK,HSX,Gelex Group Joint Stock Company,Gelex Group JSC,Tập đoàn Gelex,Công ty Cổ phần Tập đoàn Gelex
1293,GER,8425383,STOCK,UPCOM,Geru Star Sport Joint Stock Company,GERU STAR SPORT CO.,Thể thao Ngôi sao Geru,Công ty Cổ phần Thể thao Ngôi sao Geru
1294,GEG121022,11409984,BOND,DELISTED,GEG121022 - Bond,GEG121022 - Bond,GEG121022 - Trái phiếu,GEG121022 - Trái phiếu
1295,GEG,8424558,STOCK,HSX,Gia Lai Electricity Joint Stock Company,Gia Lai Electricity,Điện Gia Lai,Công ty Cổ phần Điện Gia Lai
1296,GEE,8426122,STOCK,HSX,GELEX Electricity Joint Stock Company,GELEX Electric ,Thiết bị điện GELEX,Công ty Cổ phần Điện lực Gelex
1297,GE2,8425437,STOCK,DELISTED,Power Generation Corporation 2,Power Generation Corporation 2,Tổng Công ty Phát điện 2,Tổng Công ty Phát điện 2
1298,GDW,8425304,STOCK,HNX,Gia Dinh Wasuco Joint Stock Company,Gia Dinh Wasuco,Cấp nước Gia Định,Công ty Cổ phần Cấp nước Gia Định
1299,GDT,8424900,STOCK,HSX,Duc Thanh Wood Processing Joint Stock Company,Duc Thanh Wood,Gỗ Đức Thành,Công ty Cổ phần Chế biến Gỗ Đức Thành
1300,GDA,12692766,STOCK,UPCOM,Ton Dong A Corporation,Ton Dong A,Tôn Đông Á,Công ty Cổ phần Tôn Đông Á
1301,GCF,11755277,STOCK,UPCOM,G.C Food Joint Stock Company,GC FOOD,Thực phẩm G.C,Công ty Cổ phần Thực phẩm G.C
1302,GCB,8426084,STOCK,UPCOM,PETEC Binh Dinh Joint Stock Company,PETEC BIDICO,PETEC Bình Định,Công ty Cổ phần PETEC Bình Định
1303,GB10F2506,14196232,FU,HNX,GB10F2506 - Future contract,GB10F2506 - Future contract,GB10F2506 - HĐTL,GB10F2506 - HĐTL
1304,GB10F2503,13839098,FU,HNX,GB10F2503 - Future contract,GB10F2503 - Future contract,GB10F2503 - HĐTL,GB10F2503 - HĐTL
1305,GB10F2412,13497730,FU,HNX,GB10F2412 - Future contract,GB10F2412 - Future contract,GB10F2412 - HĐTL,GB10F2412 - HĐTL
1306,GB10F2409,13154343,FU,DELISTED,GB10F2409 - Future contract,GB10F2409 - Future contract,GB10F2409 - HĐTL,GB10F2409 - HĐTL
1307,GB10F2406,12767395,FU,DELISTED,GB10F2406 - Future contract,GB10F2406 - Future contract,GB10F2406 - HĐTL,GB10F2406 - HĐTL
1308,GB10F2403,12414124,FU,DELISTED,GB10F2403 - Future contract,GB10F2403 - Future contract,GB10F2403 - HĐTL,GB10F2403 - HĐTL
1309,GB10F2312,12091640,FU,DELISTED,GB10F2312 - Future contract,GB10F2312 - Future contract,GB10F2312 - HĐTL,GB10F2312 - HĐTL
1310,GB10F2309,11773623,FU,DELISTED,GB10F2309 - Future contract,GB10F2309 - Future contract,GB10F2309 - HĐTL,GB10F2309 - HĐTL
1311,GB10F2306,11446217,FU,DELISTED,GB10F2306 - Future contract,GB10F2306 - Future contract,GB10F2306 - HĐTL,GB10F2306 - HĐTL
1312,GB10F2303,11216819,FU,DELISTED,GB10F2303 - Future contract,GB10F2303 - Future contract,GB10F2303 - HĐTL,GB10F2303 - HĐTL
1313,GB10F2212,8424647,FU,DELISTED,GB10F2212 - Future contract,GB10F2212 - Future contract,GB10F2212 - HĐTL,GB10F2212 - HĐTL
1314,GB10F2209,8424890,FU,DELISTED,GB10F2209 - Future contract,GB10F2209 - Future contract,GB10F2209 - HĐTL,GB10F2209 - HĐTL
1315,GB10F2206,8424600,FU,DELISTED,GB10F2206 - Future contract,GB10F2206 - Future contract,GB10F2206 - HĐTL,GB10F2206 - HĐTL
1316,GB05F2506,14153487,FU,HNX,GB05F2506 - Future contract,GB05F2506 - Future contract,GB05F2506 - HĐTL,GB05F2506 - HĐTL
1317,GB05F2503,13803370,FU,HNX,GB05F2503 - Future contract,GB05F2503 - Future contract,GB05F2503 - HĐTL,GB05F2503 - HĐTL
1318,GB05F2412,13463322,FU,HNX,GB05F2412 - Future contract,GB05F2412 - Future contract,GB05F2412 - HĐTL,GB05F2412 - HĐTL
1319,GB05F2409,13117228,FU,DELISTED,GB05F2409 - Future contract,GB05F2409 - Future contract,GB05F2409 - HĐTL,GB05F2409 - HĐTL
1320,GB05F2406,12732341,FU,DELISTED,GB05F2406 - Future contract,GB05F2406 - Future contract,GB05F2406 - HĐTL,GB05F2406 - HĐTL
1321,GB05F2403,12379827,FU,DELISTED,GB05F2403 - Future contract,GB05F2403 - Future contract,GB05F2403 - HĐTL,GB05F2403 - HĐTL
1322,GB05F2312,12052338,FU,DELISTED,GB05F2312 - Future contract,GB05F2312 - Future contract,GB05F2312 - HĐTL,GB05F2312 - HĐTL
1323,GB05F2309,11745255,FU,DELISTED,GB05F2309 - Future contract,GB05F2309 - Future contract,GB05F2309 - HĐTL,GB05F2309 - HĐTL
1324,GB05F2306,11415721,FU,DELISTED,GB05F2306 - Future contract,GB05F2306 - Future contract,GB05F2306 - HĐTL,GB05F2306 - HĐTL
1325,GB05F2303,11190107,FU,DELISTED,GB05F2303 - Future contract,GB05F2303 - Future contract,GB05F2303 - HĐTL,GB05F2303 - HĐTL
1326,GB05F2212,8424648,FU,DELISTED,GB05F2212 - Future contract,GB05F2212 - Future contract,GB05F2212 - HĐTL,GB05F2212 - HĐTL
1327,GB05F2209,8424826,FU,DELISTED,GB05F2209 - Future contract,GB05F2209 - Future contract,GB05F2209 - HĐTL,GB05F2209 - HĐTL
1328,GB05F2206,8424508,FU,DELISTED,GB05F2206 - Future contract,GB05F2206 - Future contract,GB05F2206 - HĐTL,GB05F2206 - HĐTL
1329,GAS,8425007,STOCK,HSX,PetroVietnam Gas Joint Stock Corporation,PetroVietnam Gas,PV Gas,Tổng Công ty Khí Việt Nam - Công ty Cổ phần
1330,GAB,8424713,STOCK,UPCOM,FLC Mining Investment & Asset Management Joint Stock Company,FLC Mining Investment and Asset Management,ĐT Khai khoáng và QL Tài sản FLC,Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC
1331,G36,8425983,STOCK,UPCOM,36 Corporation,36 Corporation,Tổng Công ty 36,Tổng Công ty 36 - Công ty Cổ phần
1332,G20,9679638,STOCK,UPCOM,Vinh Phuc Textile Investment Joint Stock Company,Vinh Phuc Textile,Đầu tư Dệt may Vĩnh Phúc,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc
1333,FUEVN100,8424460,ETF,HSX,FUEVN100 - ETF,FUEVN100 - ETF,FUEVN100 - ETF,FUEVN100 - ETF
1334,FUEVFVND,8424922,ETF,HSX,FUEVFVND - ETF,FUEVFVND - ETF,FUEVFVND - ETF,FUEVFVND - ETF
1335,FUESSVFL,8424699,ETF,HSX,FUESSVFL - ETF,FUESSVFL - ETF,FUESSVFL - ETF,FUESSVFL - ETF
1336,FUESSV50,8424543,ETF,HSX,FUESSV50 - ETF,FUESSV50 - ETF,FUESSV50 - ETF,FUESSV50 - ETF
1337,FUESSV30,8424986,ETF,HSX,FUESSV30 - ETF,FUESSV30 - ETF,FUESSV30 - ETF,FUESSV30 - ETF
1338,FUEMAVND,12137287,ETF,HSX,FUEMAVND - ETF,FUEMAVND - ETF,FUEMAVND - ETF,FUEMAVND - ETF
1339,FUEMAV30,8424657,ETF,HSX,FUEMAV30 - ETF,FUEMAV30 - ETF,FUEMAV30 - ETF,FUEMAV30 - ETF
1340,FUEKIVND,13605490,ETF,HSX,FUEKIVND - ETF,FUEKIVND - ETF,FUEKIVND - ETF,FUEKIVND - ETF
1341,FUEKIVFS,11624213,ETF,HSX,FUEKIVFS - ETF,FUEKIVFS - ETF,FUEKIVFS - ETF,FUEKIVFS - ETF
1342,FUEKIV30,8424602,ETF,HSX,FUEKIV30 - ETF,FUEKIV30 - ETF,FUEKIV30 - ETF,FUEKIV30 - ETF
1343,FUEIP100,8424979,ETF,HSX,FUEIP100 - ETF,FUEIP100 - ETF,FUEIP100 - ETF,FUEIP100 - ETF
1344,FUEFCV50,12297198,ETF,HSX,FUEFCV50 - ETF,FUEFCV50 - ETF,FUEFCV50 - ETF,FUEFCV50 - ETF
1345,FUEDCMID,11458357,ETF,HSX,FUEDCMID - ETF,FUEDCMID - ETF,FUEDCMID - ETF,FUEDCMID - ETF
1346,FUEBFVND,12595149,ETF,HSX,FUEBFVND - ETF,FUEBFVND - ETF,FUEBFVND - ETF,FUEBFVND - ETF
1347,FUEABVND,14043718,ETF,HSX,FUEABVND - ETF,FUEABVND - ETF,FUEABVND - ETF,FUEABVND - ETF
1348,FUCVREIT,8424481,UNIT_TRUST,HSX,FUCVREIT,FUCVREIT,FUCVREIT,FUCVREIT
1349,FUCTVGF5,13169476,UNIT_TRUST,HSX,FUCTVGF5,FUCTVGF5,FUCTVGF5,FUCTVGF5
1350,FUCTVGF4,11443408,UNIT_TRUST,HSX,FUCTVGF4,FUCTVGF4,FUCTVGF4,FUCTVGF4
1351,FUCTVGF3,8424487,UNIT_TRUST,HSX,FUCTVGF3,FUCTVGF3,FUCTVGF3,FUCTVGF3
1352,FTS,8424963,STOCK,HSX,FPT Securities Joint Stock Company,FPT Securities,Chứng khoán FPT,Công ty Cổ phần Chứng khoán FPT
1353,FTM,8424557,STOCK,UPCOM,Duc Quan Investment and Development Joint Stock Company,FORTEX,Phát triển Đức Quân,Công ty Cổ phần Đầu tư và Phát triển Đức Quân
1354,FTI,8425557,STOCK,UPCOM,Friendship Trading - Industrial Joint Stock Company,Friendship Trading - Industrial,Công nghiệp - Thương mại Hữu Nghị,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị
1355,FT1,8425417,STOCK,UPCOM,Machinery Spare Parts N01 Joint Stock Company,Machinery Spare Parts N01,Phụ tùng máy số 1,Công ty Cổ phần Phụ tùng máy số 1
1356,FSO,8425080,STOCK,UPCOM,Vietnam Fishery Mechanical Shipbuilding Joint Stock Company,Vietnam Fishery Mechanical Shipbuilding,Đóng tàu thủy sản VN,Công ty Cổ phần Cơ khí đóng tàu thủy sản Việt Nam
1357,FRT,8424790,STOCK,HSX,FPT Digital Retail Joint Stock Company,FPT Retail,Bán lẻ FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT
1358,FRM,8425447,STOCK,UPCOM,Sai Gon Forestry Import Export Joint Stock Company,Sai Gon Forestry,Lâm nghiệp Sài Gòn,Công ty Cổ phần Lâm nghiệp Sài Gòn
1359,FRC,8425079,STOCK,UPCOM,Forest Products Export Joint Stock Company of Quang Nam,Quang Nam Forest Products Export,Lâm đặc sản xuất khẩu Quảng Nam,Công ty Cổ phần Lâm đặc sản xuất khẩu Quảng Nam
1360,FPT,8424711,STOCK,HSX,FPT Corporation,FPT Corp,FPT Corp,Công ty Cổ phần FPT
1361,FOX,8425945,STOCK,UPCOM,FPT Telecom,FPT Telecom,FPT Telecom,Công ty Cổ phần Viễn thông FPT
1362,FOC,8426049,STOCK,UPCOM,FPT Online Service Joint Stock Company,FPT Online,FPT Online,Công ty Cổ phần Dịch vụ Trực tuyến FPT
1363,FMC,8424943,STOCK,HSX,Sao Ta Foods Joint Stock Company,Sao Ta Foods,Thực phẩm Sao Ta,Công ty Cổ phần Thực phẩm Sao Ta
1364,FLC,8424827,STOCK,UPCOM,FLC Group Joint Stock Company,FLC Group,Tập đoàn FLC,Công ty Cổ phần Tập đoàn FLC
1365,FIT,8424469,STOCK,HSX,F.I.T Group Joint Stock Company,F.I.T Group,Tập đoàn F.I.T,Công ty Cổ phần Tập đoàn F.I.T
1366,FIR,8424817,STOCK,HSX,First Real Joint Stock Company,First Real,Địa ốc First Real,Công ty Cổ phần Địa ốc First Real
1367,FID,8426141,STOCK,HNX,Vietnam Enterprise Investment and Development Joint Stock Company,VNDINVEST,Đầu tư và PT doanh nghiệp VN,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam
1368,FIC,8425777,STOCK,UPCOM,FICO Corporation - JSC,FICO Corporation,VLXD số 1,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty Cổ phần
1369,FHS,8426152,STOCK,UPCOM,Hochiminh City Book Distribution Corporation,FAHASA CORP,Phát hành sách TP HCM - FAHASA,Công ty Cổ phần Phát hành sách Thành phố Hồ Chí Minh - FAHASA
1370,FHN,8425497,STOCK,UPCOM,Hanoi Food Import - Export Joint Stock Company,VIHAFOODCO,XNK lương thực Hà Nội,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội
1371,FGL,8425618,STOCK,UPCOM,Gia Lai Coffee Joint Stock Company,Gia Lai Coffee,Cà Phê Gia Lai,Công ty Cổ phần Cà phê Gia Lai
1372,FDG,9679637,STOCK,DELISTED,Docimexco Joint Stock Company,Docimexco,Thủy sản Docimexco,Công ty Cổ phần Docimexco
1373,FDC,8424902,STOCK,HSX,Foreign Trade Development And Investment Corporation of Ho Chi Minh City,FIDECO,FIDECO,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh
1374,FCS,8425213,STOCK,UPCOM,Ho Chi Minh City Food Joint Stock Company,Ho Chi Minh City Food,Lương thực TP Hồ Chí Minh,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh
1375,FCN,8424939,STOCK,HSX,FECON Corporation,FECON CORP,FECON CORP,Công ty Cổ phần FECON
1376,FCM,8424946,STOCK,HSX,FECON Mining Joint Stock Company,FECON Mining,Khoáng sản FECON,Công ty Cổ phần Khoáng sản FECON
1377,FCC,8425106,STOCK,UPCOM,Foodstuff Combinatorial Joint Stock Company,Foodstuff Combinatorial,Liên hợp Thực phẩm,Công ty Cổ phần Liên hợp Thực phẩm
1378,FBC,8425543,STOCK,UPCOM,Pho Yen Mechanical Joint Stock Company,Pho Yen Mechanical,Cơ khí Phổ Yên,Công ty Cổ phần Cơ khí Phổ Yên
1379,FBA,8425157,STOCK,UPCOM,FBA International Group,FBA International Group,Tập đoàn Quốc tế FBA,Công ty Cổ phần Tập đoàn Quốc tế FBA
1380,EVS,8425889,STOCK,HNX,Everest Securities Joint Stock Company,Everest Securities,Chứng khoán Everest,Công ty Cổ phần Chứng khoán Everest
1381,EVG,8424658,STOCK,HSX,Everland Group Joint Stock Company,Everland Group,Tập đoàn Everland,Công ty Cổ phần Tập đoàn Everland
1382,EVF,8424811,STOCK,HSX,EVN Finance Joint Stock Company,EVN Finance,Tài chính Điện lực,Công ty Tài chính Cổ phần Điện Lực
1383,EVE,8425014,STOCK,HSX,Everpia Joint Stock Company,Everpia,Everpia,Công ty Cổ phần Everpia
1384,EPH,8425768,STOCK,UPCOM,Ha Noi Education Publishing Services Joint Stock Company,Ha Noi Education Publishing Services,Xuất bản giáo dục Hà Nội,Công ty Cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội
1385,EPC,8425758,STOCK,UPCOM,Ea Pok Coffee Joint Stock Company,Ea Pok Coffee,Cà Phê Ea Pốk,Công ty Cổ phần Cà Phê Ea Pốk
1386,EMS,8426065,STOCK,UPCOM,VN Post Express Joint Stock Corporation,VN Post Express,Chuyển phát nhanh Bưu điện,Tổng Công ty Chuyển phát nhanh Bưu điện - Công ty Cổ phần
1387,EMG,8424862,STOCK,UPCOM,Electrical Mechanical Equipment and Spare Parts Joint Stock Company,EMESCO,Thiết bị phụ tùng cơ điện,Công ty Cổ phần Thiết bị Phụ tùng Cơ điện
1388,EME,8425133,STOCK,UPCOM,Electro Mechanical Corporation,Electro Mechanical,Điện Cơ,Công ty Cổ phần Điện Cơ
1389,EMC,8424520,STOCK,DELISTED,Thu Duc Electro Mechanical Joint Stock Company,Thu Duc Electro Mechanical,Cơ điện Thủ Đức,Công ty Cổ phần Cơ điện Thủ Đức
1390,ELC,8424747,STOCK,HSX,ELCOM Technology Communications Corporation,ELCOM,ELCOM,Công ty Cổ phần Công nghệ - Viễn thông ELCOM
1391,EIN,8426092,STOCK,UPCOM,Power Investment - Trade - Service Joint Stock Company,Power Investment-Trade-Service,Đầu tư - TM - DV Điện lực,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực
